2.316127 ;-3.984226 ;0.232868 ;-2.068622 ;1.173814 ;6.533383 ;6.277964 ;1.313904 ;3.394612 ;3.422809 ;1.720068 ;-8.031606 ;-7.262188 ;-13.664538 ;11.546966 ;16.169621 ;
0.233752 ;-2.069356 ;-1.174074 ;-2.316954 ;-3.986090 ;1.314675 ;3.395656 ;-3.423118 ;-6.535373 ;6.280811 ;1.719795 ;-13.647254 ;11.529118 ;-16.159687 ;8.026025 ;-7.254665 ;
-2.072515 ;0.234236 ;-3.985460 ;1.173984 ;2.320258 ;3.399907 ;1.314294 ;6.279656 ;3.422346 ;6.544149 ;1.718494 ;11.528285 ;-13.616412 ;-7.267043 ;16.111154 ;-7.994638 ;
1.174278 ;-0.234172 ;3.987655 ;-2.071357 ;2.320047 ;3.423064 ;-1.314252 ;-6.283004 ;3.398205 ;6.543498 ;1.718451 ;16.112204 ;13.613815 ;7.252961 ;11.514732 ;-7.998477 ;
0.164085 ;-1.037873 ;-8.030977 ;-3.297039 ;2.524566 ;-0.790595 ;-3.257277 ;8.887897 ;8.777454 ;7.355446 ;-0.786241 ;14.130288 ;-10.527421 ;2.041686 ;2.258975 ;-5.262422 ;
-2.066438 ;-0.228027 ;3.940677 ;2.297659 ;-1.168420 ;3.393154 ;-1.314326 ;-6.211843 ;6.486434 ;-3.413890 ;1.731412 ;11.862802 ;13.955166 ;7.468303 ;-8.169636 ;-16.473638 ;
0.234464 ;-2.321648 ;-1.174315 ;2.072724 ;3.987891 ;1.314126 ;-6.547717 ;-3.422866 ;-3.400024 ;-6.283270 ;1.717796 ;-13.597165 ;7.983887 ;-16.088532 ;-11.510502 ;7.255786 ;
-2.326757 ;1.173019 ;-3.977897 ;-2.077998 ;0.231833 ;-6.562180 ;3.419679 ;6.267478 ;3.406875 ;1.309663 ;1.715441 ;7.926492 ;16.003533 ;-7.323205 ;11.587902 ;-13.589752 ;
0.237730 ;2.073982 ;-3.989057 ;1.174398 ;-2.324717 ;1.317611 ;-3.401174 ;6.284161 ;3.421870 ;-6.555147 ;1.720011 ;-13.553900 ;-11.468167 ;-7.242604 ;16.060906 ;7.957256 ;
-0.163001 ;-2.523334 ;-8.036235 ;3.296399 ;1.037751 ;0.789831 ;-7.350759 ;8.894580 ;-8.775174 ;3.255609 ;-0.782245 ;-14.156665 ;5.268221 ;2.041213 ;-2.259912 ;10.544467 ;
-2.441889 ;3.298728 ;2.366568 ;1.873748 ;-1.749048 ;-7.162107 ;-5.188637 ;6.949015 ;-2.972760 ;10.681156 ;1.035557 ;70.968581 ;8.145201 ;70.971498 ;-10.404646 ;-1.184366 ;
2.323322 ;3.988672 ;-1.174379 ;-2.072681 ;0.237171 ;6.551494 ;-6.283640 ;-3.422112 ;3.399390 ;1.317302 ;1.720485 ;-7.969741 ;7.241110 ;-16.079504 ;11.475046 ;-13.569956 ;
-3.935960 ;-1.167861 ;2.295397 ;0.227223 ;-2.066146 ;6.204773 ;-3.413086 ;6.480712 ;1.314056 ;3.392977 ;1.732367 ;-7.492275 ;-16.509174 ;-8.187430 ;-13.990155 ;11.901185 ;
-2.530842 ;-8.017457 ;-0.165367 ;-1.035839 ;-3.294533 ;-7.373113 ;8.872893 ;0.789627 ;-3.252050 ;8.769202 ;-0.799548 ;5.230691 ;2.047257 ;-14.156693 ;-10.497413 ;2.261042 ;
-1.034597 ;3.330224 ;8.180602 ;-0.168454 ;2.559668 ;-3.252446 ;-8.867198 ;-9.058948 ;0.789670 ;7.457935 ;-0.822220 ;-10.265286 ;-2.223821 ;-2.001637 ;-13.907623 ;-5.102837 ;
3.296797 ;2.362640 ;1.877302 ;-2.445193 ;1.750928 ;-5.185478 ;6.938269 ;-2.978019 ;-7.171802 ;-10.692893 ;1.033726 ;8.175266 ;64.778872 ;-10.429858 ;64.774914 ;1.182401 ;
2.556674 ;-3.267740 ;1.023863 ;-0.176402 ;-7.759429 ;7.450184 ;8.689858 ;3.226088 ;0.787634 ;8.574489 ;-0.876933 ;-5.093513 ;2.291255 ;10.389365 ;-14.359096 ;2.125767 ;
-7.940328 ;2.524605 ;-3.278818 ;-0.166133 ;-1.035196 ;8.784457 ;7.355512 ;8.725932 ;0.790076 ;-3.250570 ;-0.802604 ;2.069793 ;-5.257361 ;2.276912 ;-14.243812 ;-10.555530 ;
-2.069472 ;-3.984233 ;-2.316556 ;0.233385 ;-1.173819 ;3.395860 ;6.277988 ;-6.534449 ;1.314386 ;-3.422658 ;1.719995 ;11.543493 ;-7.264294 ;8.027903 ;-13.657367 ;-16.165632 ;
2.537892 ;-3.303724 ;0.165310 ;8.059394 ;1.035144 ;7.392865 ;8.793813 ;-0.788824 ;-8.921143 ;3.249996 ;-0.802657 ;-5.198288 ;2.251930 ;14.117128 ;-2.035961 ;10.447759 ;
-2.444391 ;-1.875892 ;3.296446 ;-1.749649 ;2.363858 ;-7.169450 ;2.975985 ;-5.185014 ;10.684450 ;6.941622 ;1.034886 ;66.389774 ;10.428522 ;8.170884 ;-1.183764 ;66.393197 ;
1.173959 ;0.236033 ;3.984978 ;2.318088 ;2.069532 ;3.422081 ;1.317430 ;-6.278332 ;6.537808 ;-3.395392 ;1.722640 ;16.157712 ;-13.630401 ;7.250509 ;-8.015411 ;-11.509127 ;
-2.072455 ;1.174053 ;3.985880 ;-2.320999 ;-0.233821 ;3.399664 ;3.422485 ;-6.280204 ;-6.546170 ;-1.313582 ;1.718031 ;11.527623 ;16.096827 ;7.265223 ;7.987871 ;13.611163 ;
